"name","product_url","price","availability","score","region","processing","drying","arrival","packaging","farm","cultivar","grade","roast","weight","type","flavor_floral","flavor_honey","flavor_sugars","flavor_caramel","flavor_fruits","flavor_citrus","flavor_berry","flavor_cocoa","flavor_nuts","flavor_rustic","flavor_spice","flavor_body","cup_dry_fragrance","cup_wet_aroma","cup_brightness","cup_flavor","cup_body","cup_finish","cup_sweetness","cup_clean_cup","cup_complexity","cup_uniformity","short_desc","product_img","cupping_thumb","flavor_thumb"
"Sweet Maria's Altiplano Blend","https://www.sweetmarias.com/sweet-maria-s-altiplano-blend.html","$6.95","In stock","87.5","Costa Rica, Guatemala, Nicaragua","Wet Process (Washed) and Honey Process","Raised Bed Sun-dried","All current-new crop","GrainPro liner","Yes","Bourbon, Catuai, Caturra, Typica","SHB","Full City - Full City+ for deep chocolate roast flavors, and a subtle fruit hint","","Sweet Maria's Blends","0","0","2","3","1","1","1","5","2","0","0","5","8.3","8.6","7.8","8.5","9.5","8.3","8.2","8.3","8.5","8.5","This iteration includes a honey process ingredient that adds a touch of fruit to the intense chocolate roast flavors, along with flavors of high % cacao bar, rich chocolate truffles, syrupy dark grape and prune hints, and praline almond. Full City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/a/l/altiplano-blend_1.jpg","",""
"Sweet Maria's Decaf Espresso ""Donkey"" Blend","https://www.sweetmarias.com/sweet-maria-s-decaf-espresso-donkey-blend.html","$8.50","In stock","85.8","","Varies","","All current-new crop","GrainPro Liner","","Varies","Top Grades","As with all decafs, remember they roast faster and have the propensity to get away from you and end up darker than you expected. So attend to the roaster and stop the roast manually if possible to get it just right. Roast preference with espresso is up to you. I personally prefer the lighter N. Italian roast -just a bit more than a Full City.","","Decaf, Sweet Maria's Blends","0","0","2","1","2","1","0","3","2","3","","3","7.8","8","8","8.5","7.5","8","7","7","8","9","Fruited cup profile, some sweet bright accents, medium body. FC+ to a light Vienna is recommended.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/e/decaf-donkey-espresso-blend_2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet_maria_s_decaf_espresso_22donkey_22_blend_1.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet_maria_s_decaf_espresso_22donkey_22_blend.png"
"Sweet Maria's Espresso Monkey Blend","https://www.sweetmarias.com/sweet-maria-s-espresso-monkey-blend.html","$7.25","In stock","88","Africa, South America, Central America","Wet and Dry Process","Patio and Raised Bed Sun-Dried","All current-new crop","GrainPro Liner","","Varies","Top Grade","I like this blend best when the roast is stopped just as second crack becomes rapid, and shows no sign of slowing down. Actually, I like it a lot lighter than that too! I don't like this roasted to a dark, dark roast stage, Full French or Italian. This is because Brazilian coffees become ashy and began to bitter when roasted extremely dark. I believe strongly in a 36+ hour resting period before use for espresso extraction! It wont kill you to use it sooner... but you might notice sharp unpleasant notes.","","Sweet Maria's Blends","0","1","3","2","3","1","2","4.5","2","3","1","5","8.5","8","7.5","9","9","9","8","7.5","9","7.5","We blend this for body, balanced between high and low tones, fruited-chocolate roast flavors, and slightly rustic fruited accent notes. Our roast goal is in the beginning stages of 2nd crack ... we never ""let it roll"", so we recommend FC+ to light Vienna roast.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/e/s/espresso-monkey-blend_2.jpg","",""
"Sweet Maria's Ethiopiques Version 2.0","https://www.sweetmarias.com/sweet-maria-s-ethiopiques-version-2-0-6113.html","$7.85","In stock","90","Limu and Kafa, Ethiopia","Dry Process (Natural)","Raised Bed Sun-Dried","Current Crop Coffees","GrainPro Liner","Yes","Heirloom Cultivars","Grade 1","Full City to Full City+","","Farm Gate, Sweet Maria's Blends","0","0","2.5","0","3","0","3","5","0","1.5","0","5","8.5","8.5","8.5","9.2","9.8","8.7","8.8","8.5","9.3","8.2","At Full City, berry tones start to unfold and a persistent bittering cacao flavor is highlighted by notes of dehydrated blueberry and cranberry, as well as a dark citrus accent. Best with resting 48-72 hours. Full City to Full City+.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/e/t/ethiopiques-2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_6__1_27.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_7__1_29.png"
"Sweet Maria's French Roast Blend","https://www.sweetmarias.com/sweet-maria-s-french-roast-blend.html","$6.90","In stock","85.4","","Varies","Sun- and Machine-dried","All current-new crop","Other","","Varietal Blend","Top Grade","I like this blend best roasted to the point where 2nd crack slows, but has not yet ended. Roast to the absolute end of 2nd crack, and you might as well be drinking roasted radish. I believe strongly in a 24 hour resting period for darker roasts.","","","0","0","3","3","1","1","1","5","1","2","","5","7.8","8.4","6","8","9.2","8","6","7.5","8.5","8","Designed to endure the rigors of dark roasting, and produce excellent pungent tastes, attractive bittersweet/carbony flavors, and great body.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/f/r/french-roast-blend_3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet_maria_s_french_roast_blend.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet_maria_s_french_roast_blend_1.png"
"Sweet Maria's Liquid Amber Espresso Blend","https://www.sweetmarias.com/sweet-maria-s-liquid-amber-espresso-blend.html","$7.30","In stock","86.6","","Varies","","","","","Varies","","I advocate a Northern Italian style roast (lighter espresso roast, really a French roast, stopped 30-45 seconds into 2nd crack), but the blend works very well at the darker Southern Italian style roast (a full French roast actually, at the peak of a rapid 2nd crack). Either way, get this into 2nd crack and allow proper resting that espresso demands: 48+ hours is best. This blend works great in air and drum roast machines and I developed it test-roasting on both. If you notice a tingly ""baking soda effect"" in your mouth, then the coffee could use more rest.","","Sweet Maria's Blends","0","0","2","2","0","0","0","5","2","3","0","5","7.5","8","7.8","8.3","10","8","8","6","9","7","A potent, pungent blend for espresso beverages. It's ideal for milk drinks, as this intense bittersweet cuts through the steamed milk. Caramel sweetness that turns pleasingly pungent with 2nd snaps, spice, cacao and semi-sweet chocolates, savory notes, long aftertaste. Monsooned coffee and a small percentage of Robusta add crema and body. Full City+ to French roast.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/l/i/liquid-amber-espresso-blend_2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet_maria_s_liquid_amber_espresso_blend.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet_maria_s_liquid_amber_espresso_blend_1.png"
"Sweet Maria's Moka Kadir Blend","https://www.sweetmarias.com/sweet-marias-moka-kadir-blend-4463.html","$8.30","In stock","88.2","Yemen, Ethiopia, Brazil","Dry Process (Natural)","Patio Sun-dried & Raised Bed Sun-dried","All current crop coffee","GrainPro liner","","Bourbon, Catuai, Mokha, Heirloom Cultivars","Top Grades","Full City+ to Vienna","","Sweet Maria's Blends","0","0","3","2","3","0","2","4.5","1","3","1","5","8.2","8.7","7.5","8.8","9.8","7.8","8.6","7.3","9.5","8","The all dry process Moka Kadir blend offers an underpinning of rich chocolate low tones, rustic palm sugar-type sweetness, earthy dried fruits, velvety mouthfeel, and finishing hints that are leathery, herbal, fruited, and of course bittersweet. Full City+ to Vienna. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/m/o/moka_kadir.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_12__1_20.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_13__22.png"
"Sweet Maria's New Classic Espresso","https://www.sweetmarias.com/sweet-maria-s-new-classic-espresso.html","$7.00","In stock","88.7","","Varies","","","","","Varies","Top Grade","We recommend a range of roasts from FC, FC+ to light Vienna. That means just ending the roast just before 2nd crack (FC), a few snaps into 2nd crack (FC+), or as second crack begins to gain some momentum (Vienna)","","Farm Gate, Sweet Maria's Blends","0","0","2","3","1.5","1","1","5","1","0.5","2","5","8","8.5","7.8","9","10","8.7","8.2","8","8.5","8","A classic, balanced espresso, but without the baggage of the old world espresso conventions ...and without robusta! The espresso has balanced bittersweet notes, thick and opaque body, almond and chocolate roast flavors, hints of spiced fruit in aroma. Full City+ and beyond.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/n/e/new-classic-espresso-blend_copy.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/n/e/new-classic-cupping-graph.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/n/e/new-classic-flavor-graph.png"
"Green Coffee Decaf Sample Set- 4 Pounds","https://www.sweetmarias.com/green-coffee-decaf-sample-set-4-pounds-1.html","$29.50","In stock","","","","","","","","","","","","Decaf, Sample Sets","","","","","","","","","","","","","","","","","","","","","","","4 pre-selected decaffeinated coffees from several different growing regions. An economical way for a beginner to start roasting or find some new favorites. We choose the coffees. Four 1lb bags of four different decaf coffees.*Please note that we can't make substitutions or take special requests for our samplers. Thank you!","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/4/l/4lbdecafsampleset_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/4/l/4lbdecafsampleset_1.jpg",""
"Green Coffee Sample Set- Espresso","https://www.sweetmarias.com/green-coffee-sample-set-espresso.html","$25.85","In stock","","","","","","","","","","","","Sample Sets","","","","","","","","","","","","","","","","","","","","","","","The Espresso Sampler includes pre-selected Sweet Maria's Blends and single origin coffees that are good as espresso. Starting off with a sample set is an economical way to start roasting and become familiar with origin flavor characteristics. Some of the single origin coffees and blends will not be available to order from our main coffee list since they are coffees that are going out of stock or are for sample sets only. You will receive 4 or 8 different 1 lb bags of green coffee.","","",""
"Green Coffee Sample Set- Regular","https://www.sweetmarias.com/green-coffee-sample-set-regular.html","$25.85","In stock","","","","","","","","","","","","Sample Sets","","","","","","","","","","","","","","","","","","","","","","","Pre-selected coffees from some of the different growing regions we offer. Starting off with a sample set is an economical way to start roasting and become familiar with origin flavor characteristics. These coffees will not typically be available to order from the our main coffee list since they are coffees that are going out of stock or are for sample sets only. You will receive either 4 or 8 different 1 lb bags of green coffee..","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/8/l/8lb-regular-green-coffee-sample-set-1.jpeg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/8/l/8lb-regular-green-coffee-sample-set-1.jpeg",""
"Green Coffee Subscription","https://www.sweetmarias.com/green-coffee-subscription.html","$25.85","In stock","","","","","","","","","","","","Sample Sets","","","","","","","","","","","","","","","","","","","","","","","Auto-shipped, pre-selected coffees from some of the different growing regions we offer. These coffees will not typically be available to order from the our main coffee list since they are coffees that are going out of stock or are for sample sets only. No special requests are accepted. You will receive either 4 or 8 different 1 lb bags of green coffee shipped once a month or every 2 months, your choice! Shipping is not included in the price. Orders will ship via the shipping method chosen at checkout.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet-marias-green-subscription_1.jpg","",""
"Next Roast 5/30: El Salvador Santa Ana Pacas","https://www.sweetmarias.com/roasted-coffee-el-salvador-santa-ana-pacas-7357.html","$17.50","In stock","","Santa Ana and Chalatenango","Wet Process (Washed)","Raised Bed Sun-Dried and Patio Sun-Dried","August 2022 Arrival","Biotre Compostable Valve Bags","Yes","Pacas","SHG","","","Farm Gate","","","","","","","","","","","","","","","","","","","","","","","Roasted to City: Caramel, almond confection and  semi-sweet chocolate bar.Our next roast day is 6/13. Pre-order a bag of this limited coffee feature while supplies last!","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/e/l/el-salvador-santa-ana-pacas-roasted.jpeg","",""
"Next Roast 5/30: Rwanda Ngororero","https://www.sweetmarias.com/roasted-coffee-rwanda-ngororero-7493.html","$17.50","In stock","","Ngororero Town, Ngororero District","Wet Process (Washed)","Raised Bed Sun-Dried","January 2023 Arrival","Biotre Compostable Valve Bags","Yes","Bourbon","A1","","","Farm Gate","","","","","","","","","","","","","","","","","","","","","","","Roasted to City+ : Graham cracker, Black tea, and Dried cranberry.Our next roast day is 6/13. Pre-order a bag of this limited coffee feature while supplies last!","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/r/w/rwanda-ngororero-roasted.jpeg","",""
"ROASTED COFFEE Brazil Dry Process Irmas Pereira","https://www.sweetmarias.com/roasted-coffee-brazil-dry-process-irmas-pereira.html","$17.50","In stock","","Carmo de Minas, Minas Gerais","Dry Process (Natural)","Patio Sun-Dried","January 2023 Arrival","Biotre Compostable Valve Bags","Yes","Yellow Bourbon","Estate","","","Farm Gate","","","","","","","","","","","","","","","","","","","","","","","Roasted to City+: Mild dried fruit notes, with hints of molasses bread and hazelnut.Our next roast day is 5/30. Order a bag of this limited coffee feature while supplies last!","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/r/brazil-dry-process-irmas-pereira-roasted.jpeg","",""
"ROASTED COFFEE Burundi Kabarore Commune Yandaro","https://www.sweetmarias.com/roasted-coffee-burundi-kabarore-commune-yandaro.html","$17.50","In stock","","Kabarore Commune","Wet Process (Washed)","Raised Bed Sun-Dried","January 2023 Arrival","Biotre Compostable Valve Bags","Yes","Bourbon","A1","","","Farm Gate","","","","","","","","","","","","","","","","","","","","","","","Roasted to City+ : Mild yellow tea, Zesty orange and Lemon accentsOur next roast day is 5/30. Order a bag of this limited coffee feature while supplies last!","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burundi-kabarore-commune-yandaro-roasted.jpeg","",""
"Roasted Coffee Subscription","https://www.sweetmarias.com/rstd-subs-1050.html","$40.00","In stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enjoy 2 lbs of freshly roasted coffee from our Probat roaster at Sweet Maria's Coffee. With a roasted coffee subscription we ship you two different single origin coffees roasted between a City-Full City roast, packaged in resealable valve bags.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/r/o/roasted-subscription-2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/r/o/roasted-subscription.jpg",""
"ROASTED COFFEE: Tanzania Mbamba Namku Peaberry","https://www.sweetmarias.com/roasted-coffee-tanzania-mbamba-namku-peaberry-7213.html","$17.50","Out of stock","","Mbamba Bay, Mbinga","Wet Process (Washed)","Raised Bed Sun-Dried","April 2022 Arrival","Biotre Compostable Valve Bags","Yes","Bourbon","Peaberry","","","","","","","","","","","","","","","","","","","","","","","","","","Roasted to Full City : Rustic sweetness, Baking chocolate and Sorghum syrup.Our next roast day is 5/16. Order a bag of this limited coffee feature while supplies last!","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/t/a/tanzania-mbamba-namku-peaberry-roasted.jpeg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet-marias-roasted-coffee-single-bag_2_32.jpg",""
"ROASTED ESPRESSO Liquid Amber Blend 5/16","https://www.sweetmarias.com/roasted-espresso-liquid-amber-blend-2655-1-sale.html","$17.50","In stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Roasted on 5/16/2023 to Light ViennaRustic sweetness, spices and savory notes.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/l/i/liquidamberroasted_2__1.jpg","",""
"ROASTED ESPRESSO Liquid Amber Blend 5/2","https://www.sweetmarias.com/roasted-espresso-liquid-amber-blend-2655-new.html","$10.00","Out of stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Roasted on 5/2/2023 to Light ViennaRustic sweetness, spices and savory notes.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/l/i/liquidamberroasted_2_.jpg","",""
"ROASTED ESPRESSO Monkey Blend 5/16","https://www.sweetmarias.com/roasted-espresso-espresso-monkey-blend-sale.html","$17.50","In stock","","Africa, South America, Central America","Wet and Dry Process","Patio and Raised Bed Sun-Dried","","","","","","","","Sweet Maria's Blends","","","","","","","","","","","","","","","","","","","","","","","Roasted on 5/16/2023 to Full City ++Bittersweet chocolate, licorice and dark fruit.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/e/s/espressomonkeyroasted_2__1_1.jpeg","",""
"ROASTED ESPRESSO New Classic Espresso Blend","https://www.sweetmarias.com/roasted-espresso-new-classic-espresso-blend-rstd-1050-2933.html","$10.00","Out of stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Roasted on 5/2/2023 to Full CityChocolate roast notes, almond and spiced fruit.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/n/e/new-classic-roasted.jpg","",""
"'SALE - Hello: Ethiopia & Kenya Coffee Set","https://www.sweetmarias.com/hello-ethiopia-kenya-coffee-set-helo-001.html","$47.50","Out of stock","","Ethiopia and Kenya","Wet Process (Washed), and 1 Dry Process (Natural) Ethiopia","Raised Bed Sun-Dried","All current crop coffee - 2022 arrivals","GrainPro Liner","Yes","Heirloom Cultivars, SL-28, SL-34, Ruiru-11","Top Grades","All coffees in this set benefit from light roasting. Please see the enclosed card for our roasting notes and a pictorial representation of the roasts we used for these specific cupping notes and scores.","6","Farm Gate, Sample Sets","","","","","","","","","","","","","","","","","","","","","","","A selection of SIX one pound bags of our highest-rated green coffees that explores the fantastic range of flavors found within Ethiopia and Kenya. This attractively packaged set includes cupping notes based on specific roasts, with images of those roasts and color charts that help take the guesswork out of matching our roast levels. A discounted price for these coveted coffees only sweetens the deal! This edition is 500 sets, with a limit of 2 per customer.*see description for the list of coffees","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/h/e/hello-ethiopia-kenya-set-web.jpg","",""
"Burundi Dry Process Agahore","https://www.sweetmarias.com/burundi-dry-process-agahore-7210.html","$7.15","Out of stock","88.7","Gaterama Village, Gitega","Dry Process (Natural)","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","","Bourbon","A1","City+ to Full City","","Farm Gate","0","0","3.5","1","4","0","3.5","3","0","2.5","2","4","8.7","8.8","8.3","8.9","9.2","8.2","8.7","7.5","9.4","8","Delicious dry process flavors like fruit jams, blackberry reduction, red raisin, natural dried apricot, along with a nice layer of rustic bittersweet cocoa, immense body, and hints of blueberry and clove spice in the nose. City+ to Full City+.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burundi-sweet-marias-green-coffee-gaterama-gitega-agahore-4.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_6__1_17.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_7__1_18.png"
"Burundi Dry Process Kibingo Station","https://www.sweetmarias.com/burundi-dry-process-kibingo-station-7077.html","$7.20","Out of stock","91","Kayanza Province","Dry Process (Natural)","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City","","Farm Gate","2","2","3","0","3.5","0","3","3","0","1.5","1","4","9","9.2","8.4","9.3","9","8.8","9.2","8","9.4","8.2","Intense fruit and biscuity sweetness bring to mind raspberry pie, buckwheat pancakes with blueberry syrup, barley malt syrup, yellow cherry, freeze dried strawberry, apricot filling, with a slight berry-like acidic impression. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burundi-sweet-marias-kayanza-station-kibingo-2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__1_1.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__46.png"
"Burundi Gatara Masha","https://www.sweetmarias.com/burundi-gatara-masha-7076.html","$6.60","Out of stock","89.1","Gatara Commune, Kayanza Province","Wet Process (Washed)","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City+","","Farm Gate","1.5","3","3","1","2","2","2","3.5","0","0","3","4","8.8","9","9","9","8.8","9","9","9","9","8","So sweet at a wide range of roasts, honey, sugar in the raw, honeysuckle, spiced flecks of cinnamon and all spice, essence of dried papaya, cascara fruit tea, lemony vibrance, and chocolatey dark roasts. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burundi-coffee-sweet-marias-1_10.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__1_32.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__41.png"
"Burundi Gaterama Agahore Station","https://www.sweetmarias.com/burundi-gaterama-agahore-station-7078.html","$6.55","Out of stock","88.3","Gaterama Village, Gitega, Bugendana Commune","Wet Process (Washed)","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City","","Farm Gate","1","0","3.5","0","2","2","0","2","0","0","2.5","","8.7","9","8.7","9","8.7","9","9","8.5","9","8.2","Agahore is aromatic and sweet, maple syrup, sugar in the raw, whole clove, peach skin accent, aromatic bitters syrup, a hint of floral rooibos tea, and moderate lemon acidity in all our roasts. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burundi-sweet-marias-green-coffee-gaterama-gitega-agahore-3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__1_31.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__40.png"
"Burundi Kabarore Commune Yandaro","https://www.sweetmarias.com/burundi-kabarore-commune-yandaro-7074.html","$6.70","Out of stock","89.8","Kabarore Commune","Wet Process (Washed)","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City+","","Farm Gate","1.5","3","4","2","2","2","1","3","0","0","1.5","3.5","8.8","9","8.8","9.1","8.8","9","9","9","9","8.3","A stunning coffee, honey and raw sugar sweetness, hints of cantaloupe, mild yellow tea, fresh peach and apricot, and elegant acidity connects the sweetness to a brisk tea-like finish. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burundi-kabarore-kayanza-yandaro-2_2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_7_1.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__7_1.png"
"Burundi Kayanza Gahahe","https://www.sweetmarias.com/burundi-kayanza-gahahe-7075.html","$6.75","Out of stock","90.6","Kayanza Province","Wet Process (Washed)","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City+","","Farm Gate","2","0","4","1.5","2.5","2","1","3","0","0","1","3.5","9","9.2","8.9","9.3","8.7","9","9","9","9.2","8.3","Light roasts are complex, floral and bright, augmented by spice and fresh fruit notes. Honey and sugar cane soda, fruited flavors of apricot jam, floral nectarine, with a sweet/spiced aftertaste. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burujdi-coffee-kayanza-gahahe-6_3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_8_1.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__8_1.png"
"Burundi Yeast Fermentation Yandaro","https://www.sweetmarias.com/burundi-yeast-fermentation-yandaro-7073.html","$7.67","Out of stock","90.5","Kabarore Commune, Kayanza Province","Yeast Process, Anaerobic","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City","","Farm Gate","0","0","4","2","2.5","2.5","1.5","4","0","0","3","4","8.8","9","9","9.2","9","9","9","9","9.2","8.3","Pronounced tea notes and baking spice aroma, Earl Grey, Good Earth and green tea, cinnamon gum, cardamom, a lively lemon note, while darker roasts unlock cinnamon-spiced chocolate and a dark fruit hint. City to Full City. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/u/burundi-kabarore-kayanza-yandaro-6_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__1_35.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__44.png"
"Cameroon Caplami Java Cultivar","https://www.sweetmarias.com/cameroon-caplami-java-cultivar-7354.html","$7.00","Out of stock","82.6","Mifi","Wet Process (Washed)","Patio Sun-Dried","August 2022 Arrival","GrainPro Liner","","Java","Grade 1","Full City to Full City+","","","0","0","2.5","2.5","0","0","0","3.5","2","2.5","2","4","7.8","8.3","8","8.3","9","7.7","8.3","7.4","8.8","8","An interesting, thick bodied cup from a lesser seen coffee origin (at least on our list). Notes of caramel, molasses, rustic chocolate, pipe tobacco, malted grains, cinnamon stick, and earthy sandalwood. Full City to Full City+.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/g/r/green-coffee-cultivar-java-3_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_27.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__3_12.png"
"Congo Organic Dry Process Kabare Katana","https://www.sweetmarias.com/congo-organic-dry-process-kabare-katana-7457.html","$7.40","Out of stock","88","Katana Village, Kabare, South Kivu","Dry Process (Natural)","Raised Bed Sun Dried","December 2022 Arrival","GrainPro Liner","","Blue Mountain","K3","City to Full City+","","Organic/Fair Trade Cert.","0","0","3","0","3","0","3","4","0","2.5","2","4","8.4","8.7","8.3","8.8","9","8","8.6","7.7","9","8.5","The cup brings together rustic fruits and bittersweetness, with notes of stewed stone fruit, dried cherry, rustic natural wines, pipe tobacco, and earthy dark chocolate tempering things. City to Full City+.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/congo-sweet-marias-kivu-kalehe-coffee-2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-03t083806.068.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-03t083811.455.png"
